TotalPoints,PiEstimate,Duration(ns)
10,3.2,252931000
100,2.96,37327100
1000,3.168,35561899
10000,3.1456,63394399
100000,3.14524,37866799
1000000,3.14208,77468200
10000000,3.1418731,124727600
100000000,3.1417472,683145699
1000000000,3.141495,6374534201
2147483647,3.1415682,13490320900
2147483647,3.1416001,13525330200
2147483647,3.1415544,13295843800
2147483647,3.1415813,13514459700
2147483647,3.141611,13517085399
2147483647,3.1416428,13410176200
