TotalPoints,PiEstimate,Duration(ns)
10,4.0,79876500
100,3.16,30156000
1000,3.128,19426400
10000,3.1644,42830400
100000,3.13196,29390400
1000000,3.140432,57303100
10000000,3.141677,117899800
100000000,3.1416755,481297500
1000000000,3.1415567,3750689000
2147483647,3.141588,8164996700
2147483647,3.1415668,8826494400
2147483647,3.1416023,9355516000
2147483647,3.1415887,8868269700
2147483647,3.141604,8188191400
2147483647,3.1415644,8172950200
