TotalPoints,PiEstimate,Duration(ns)
10,2.4,39226600
100,3.36,2779300
1000,3.184,3374000
10000,3.1272,7494900
100000,3.15216,10119000
1000000,3.142452,13691800
10000000,3.140954,29022400
100000000,3.1419306,271339200
1000000000,3.1416469,3841866400
2147483647,3.1415317,5756371100
2147483647,3.141587,5995052900
2147483647,3.141603,5664599900
2147483647,3.1415296,5913967500
2147483647,3.1416295,5864203900
2147483647,3.1416295,5703376700
